Review,Rating
"✅Trip Verified|  Porto to Montréal via Casablanca in August 2018. Horrible service. Due to some social tensions, they kept postponing the time of our flight. They had to cancel the first flight to rebook us on another one. Finally, we left 13 hours later. The process was so unorganized from the check-in to the boarding.  Good luck if you try to reach their customer service, they will ignore you. Even the airport of Casablanca is a total mess.",10/10
"✅Trip Verified|  Casablanca to Paris Orly. A quality service, a competitive price. Friendly staff, clean cabins. And a superb RAM boarding area in Casablanca. Not to mention a very good application for phones. FR: Un service qualité, un prix compétitif. Du personnel aimable, des cabines propres. Et une superbe zone d'embarquement RAM à Casablanca. Sans oublier une très bonne application pour les téléphones.",1/10
"✅Trip Verified|  This is the most unprofessional airline I have dealt with. They are sending me emails everyday that either the flight time has changed, or the flight duration changed from 4 hours to 6 hours and they added an additional 50 min transit. They are changing the flight time and I have a layover, the layover time keeps getting shorter which would increase my risk of missing the second flight. I wouldn't have booked the flight if I knew I would have 2 transits and two 6-hour long flights. It's almost like a scam, attracting the customers to book the flight with a convenient flight time and duration and transits and then changing everything about it and refusing to give you a refund even after talking to them on the phone for 3 hours.",7/10
"✅Trip Verified|  Doha to Casablanca on 28 Oct 2018. Status shown on flight information display board had been ""gate closed"" from well beyond boarding time to time of departure. Once we landed in Doha we checked the flight information display board and headed to the gate shown. Status of the flight was shown as ""gate closed"". We reached the gate 30 minutes before boarding / 80 minutes before departure. We checked the flight information display board again, and the status shown was still the same ""gate closed"". The counter had been boarding passengers of other flights, but not AT217, since we reached the gate. We checked the board frequently and listened to announcements. There was never a single announcement about the flight. We checked with some ground staff and were told that the flight had departed. Complaint to the airline got me an accusation of late presentation.",1/10
✅Trip Verified| Dakar to Casablanca. Very nice experience! Very satisfied to travel with the Royal Air Maroc. An airline serving its customers. Bravo the RAM. You are the Best! | Très belle expérience! Très satisfait de voyager avec la Royal Air Maroc. Une compagnie aérienne au service de sa clientèle. Bravo la RAM. You are the Best !,1/10
"Not Verified|  New York to London via Casablanca. Royal Air Maroc have really made huge improvements. I just had a wonderful flight from New York to Casablanca. The plane was brand new, with a gorgeous interior. The seats in business were comfortable and lie-flat. Great crew, too - very lovely and proud of their company. Food was good and plentiful. The flight from Casablanca to London was on an older plane. The interior was a little beaten up, but still a lovely crew. Casablanca was an easy airport to transfer - although the airport is old and not very nice.",10/10
✅Trip Verified|  Dakar to Montréal via Casablanca. I travel often with Royal Air Maroc its by far my favorite airline. Great flight and you can always enjoy your stay in Atlas hôtel or relax before your second flight. Its one of the best airline for quality/price. For sure there a room for improvement on customer focus attitude of the staff in Casablanca.,8/10
"✅Trip Verified|  Marrakech to Doha via Casablanca. Marrakech to Casablanca was fine.  All fine there, apart from having to walk across the tarmac and use steps to board. Same in Casablanca. Then the nightmare started. Separating of passengers connecting to international flights and those terminating in Casablanca was done outside the rear entry doors to the arrivals terminal. Passengers were jammed up against the side of the building standing in puddles of water waiting to have their passport and ticket examined by one of two officials who told them to go through either the international connections door or the domestic arrivals door. When another bus of disembarking passengers pulled up, there was no room for them to get off the bus and stand safely out of danger from passing airport vehicles. It was slow-moving mayhem. I’d imagine that people with tight connections missed their flights. I had a 3-hour layover, so once inside the terminal, I settled down to wait for AT216 to Doha. Luckily I checked the gate number several times as it was changed without notice or announcement shortly before boarding. Again we had to walk across the tarmac and climb stairs to board. Everything seemed fine as we taxied down the runway - then sat for about 20 minutes. Eventually an announcement was made that we were going back to the terminal, and we taxied back. A hoist/lift was wheeled out to the right-hand wing and several mechanics peered at a central flap which was elevated, and made calls on their mobile phones. So we sat for 3 hours 45 minutes! No announcements were made, no refreshments were given, nothing! Eventually I went to the galley to get some water and asked one of the male flight attendants what was happening. I was told there was a “technical services” problem, but that we should be leaving within 15 minutes. Well, that never happened. By that stage, people were getting tired and irritable. The two small children in front of me were screaming and crying. People started sleeping across three seats if they had a row to themselves. Eventually we were told to prepare for takeoff. The man behind me was still sleeping across three seats as we started taxiing down the runway, one of the flight attendants saw him, shook him awake and told him to buckle up. No safety briefing was given as we were just about to take off. As we took off, I had a clear view out the window of the wing and the flap which was still elevated.  We made up 45 minutes in the air, but I still had to run through Doha airport to make my connection to Perth. I would never fly RAM again. I felt less than confident on a 6-hour flight with them as in my opinion the technical services issue did not appear to have been rectified. We were not kept informed as to what the problem with the aircraft was nor given refreshments on board while we waited for the problem to be fixed.",10/10
"✅Trip Verified|  Madrid to Casablanca. Excellent experience; this was my first time flying Royal Air Maroc, and I am very pleased with them.  The aircraft arrived to the gate on time, and we boarded and departed on time. The seats were clean and comfortable. One of the things that very pleasantly surprised me is that, despite the fact that this flight is barely 1.5 hours, the flight attendants served a delicious, hot meal, complete with beverages. You'll never get anything more than peanuts or pretzels on a domestic flight in America, so imagine my surprise! The flight attendants were polite, friendly, and courteous. The in-flight entertainment was displayed on drop-down screens (old school Charlie Chaplin, so it was family friendly), but I wasn't going to complain about the lack of entertainment options on this short of a flight. You can also access WiFi on your phone, so there are definitely some options. The plane ride was smooth, and there were no issues with debarking and picking up my luggage. Overall, I am very pleased with my experience, and highly recommend my family, friends, and others to fly with Royal Air Maroc. I will definitely be flying with them in the near future.",1/10
"✅Trip Verified|  Casablanca to Barcelona. RAM has made a lot of effort in recent years. It is  the fault of other operators at airports, such as the delivery of luggage, delays etc. So let us be indulgent at times, and let's not say that bad things. You also have to share the positive, which will push the teams in place to do much more work.FR: RAM a fait beaucoup d'efforts ces dernières années avec peu de moyens et une concurrence de plus en plus féroce. Et ce qu'il faut savoir, c'est qu'on responsabilise souvent la compagnie, alors que c'est aussi la faute des autres opérateurs dans les aéroports, tels que la livraison de bagages, les retards etc... Soyons donc indulgents par moments, et ne disons pas que les mauvaises choses. Il faut savoir partager aussi le positif, ce qui poussera les équipes en place à faire beaucoup plus d'éfforts.",4/10
"✅Trip Verified| La compagnie a nettement amélioré ses services à terre et en cabine. L'enregistrement est fluide est disponible à n'importe quel moment. Les bagages arrivent à temps et intacts ! J'aime aussi leur programme de fidélisation : des courriels interessants, des messages personnalisés, un suivi régulier, des billets bonus et autres avantages. Vraiment Bravo! - The company has significantly improved its services on land and in the cabin. Fluent recording is available at any time. The luggage arrives on time and intact! I also like their loyalty program: interesting emails, personalized messages, regular follow-up, bonus tickets and other benefits. Congratulations!",8/10
"✅Trip Verified|  Montreal to Casablanca in April 2017. The flight was pretty good. I have no complains regarding that. My issue started when I was refused boarding on my way back. The reason that was given to me was that the flight was overbooked and they looked for volunteers to take the flight the next day. As a solo traveller I agreed to collaborate to help out, even though I was a losing a day of work. I was given a paper with which I would have to claim a compensation when I would be back in my town. When I began the process back at home, it seemed to go well at first. They answered e-mails and they had to reimburse me 75% of my ticket cost. Then they made me give them my bank details and then I never heard from them again. I could not reach them or the line would be cut as when you call them, you're probably redirected to Morocco itself. It is very hard to hear and understand. The representatives are not very nice or patient either. I was directed to the local office in Montreal where the only lady working there never returned my messages and she is never there. I simply gave up after having wasted quite a bit of time and effort. So, I never received the money and now I never want to fly with this company again. I am a frequent traveller and I never complain. This time, I felt I had to share my unique bad experience with an air company. I have never seen this before.",9/10
✅Trip Verified|  Casablanca to New York. Our Entertainment system did not work for the 8 hour flight. We could not even turn on the overhead light to read. The staff argued with us.,1/10
"✅Trip Verified|  I traveled with my son Adam from Casablanca to New York and my return trip was as amazing and comforting as my departure trip. The crew members were super nice, I’ll forever travel with Royal Air Maroc. Thank you and I appreciate you all.",1/10
"✅Trip Verified|  I had a flight 29th September from Casablanca to Gran Canaria. I chose this airline because it is only one direct flight from Maroc to Canarian islands. Royal air Maroc left my luggage in Casablanca (the same situation for more than 5 people from this flight). I could not connect to this company to check the delivery status of my luggage because the contact center is always busy as well as connection by an email. Moreover Iberia try to connect with Royal Maroc through internal system and ask about the lost luggage, so no feedback was received. Overall my holiday on Gran Canaria is damaged by this situation because all my things and essential are in luggage. I do not recommend to fly by Royal Air Maroc. The customer service is awful.",10/10
"✅Trip Verified| This was my first time making use of Royal Air Maroc and I would say it was my worst experience since I started flying 20 years ago. The cabin crew staff are really nice and they try to make the most of the situation, but the ground staff at Casablanca got angry at me for asking why my connection to Monrovia was delayed by 3 hours. The flight from Luanda to Casablanca offered 2 meals which both consisted of a dry roll with a slice of processed cheese, a yogurt and a cold deformed muffin. The food to Monrovia was much better and of a much better quality. Also, the plane from Luanda was old and needed maintenance, and sitting close to the toilet with the broken door meant I could smell everything. I then had a 12 hour layover in Casablanca, but the transit hotel was full from when I landed at 10am which meant I had sit on the airport for 12 hours with no place to just relax. The flight to Monrovia was then delayed by 3 hours and staff not once told us why but rather got angry and argued with us for asking why it was delayed. Only after some passenger vowed to shutdown the airport if our flight does not leave then ground staff appeared and angrily told us to board the plane. The service of ground staff is disgusting and they treat passenger like they are a nuisance to them rather than customers. They are rude, have no patience and just could not care about making the experience comfortable for passengers.",1/10
"✅Trip Verified|  Casablanca to Nairobi. This flight was my worst in 40 years of travel. I was notified one hour before flight time of changes - via email. Royal Air Maroc did not properly attach my travel agency booking. When I arrived at the ticket sales counter for assistance, there was a fury of angry female agents barking at customers in three languages. They sounded like dogs whose collars were too tight. Not a drop of politeness: angry, dismissive, indifferent and incompetent - without a drop of empathy for a traveler earring on a two day journey. Only a government sponsored employee could get away with this egregious deportment. I kept quiet - dodging the continuous barrage of daggers from these angry “ladies”. My only regret was that I didn’t video these proceedings - but knew these women would make sure I never got to my destination. As a medical doctor, I am baffled at this hostility. Eventually, a male supervisor was summoned to this fiasco - from his non-verbals, he was frustrated, but assuaged the employees. Was it necessary? I will not follow through with a repeat. Next time, Air France.",1/10
✅Trip Verified|  Casablanca to Milan. Staff on board very helpful and attentive to the needs of passengers. I will certainly continue to use this company for my work / personal travels. Personale di bordo molto disponibile e attento all'esigenze dei passeggeri. Sicuramente continuerò ad usare questa compagnia per i mieri viaggi di lavoro/personali.,1/10
"Not Verified|  Dakar to Casablanca. I am very happy with my trips with Royal Air Maroc. It is the company with which I travel for more than 10 years. I never had a problem with check-in or luggage, all my trips were fantastic. At the boarding the staff was very hospitable with the passengers. On board, the crew was welcoming, the flight was very pleasant.",10/10
"✅Trip Verified|  Rabat to London in March 2018. Plane delayed, with no explanation from ground crew. I believe crew were smoking in the flight deck and the smell of cigarette in the cabin.  Many passengers wanted to have their carry-ons right above their heads no matter how crowded the plane was, so many of them were making a scene when it was full. To make matters worse, some economy passengers even put their carry-ons in the business class overhead compartments, and the crew couldn't care less when business class passengers couldn't find a spot for their own.  On the return flight from London we had to wait for an ""important"" passenger before we could pushback. Whenever I can, I fly Lufthansa, Emirates, Qatar depending on where I'm going. You may find a flight that ends being okay, so if you're okay taking that chance, sure.",4/10
"✅Trip Verified|  Casablanca to Istanbul return. Can't ask for a better company, Royal Air Maroc is the best and the crew for my both flights were so perfect. Thank you RAM for making my flight so pleasant.",3/10
"✅Trip Verified|  I had read bad reviews about Royal Air Maroc so I was pleasantly surprised! The flight from Manchester to Accra via Casablanca was fine, the food was good, there was entertainment available if you had a device to link to their wifi and all of my luggage made it! The security check at Casablanca was tense and chaotic but that is not the airlines fault. Definitely recommended!",9/10
"✅Trip Verified|  Stockholm to Marrakech via Casablanca. They cancelled the flight last October with two days notice, without offering even a reason or trying to rebook me on another flight. Customer care was initially trying to help, but unable to do so. They agreed to repay the ticket price (this was 9 months ago) but they haven't paid a dime. Every time I call them they promise to repay the money, but now they just hang up when I describe my issue. I finally managed to buy the last business class ticket with another airline going to Morocco, but I still had my Royal Air Maroc tickets when leaving Morocco. That flight was not luckily not cancelled, but seat was dirty and ground staff careless.",7/10
"Not Verified|  They lost my bag. Call center was busy all the time, unable to contact them. No priority boarding row for business class in Casablanca: stood in line for 30min at the gate and 10min on the stairs of the plane. When asked for explanation ignored by ground personel! Seat was filthy, tray table dirty, not cleaned from previous flight leaving Casablanca.",1/10
"✅Trip Verified|  Casablanca to Amsterdam. I travel a lot with Royal air Maroc. And I can see that every flight is quite different but it's getting way better than before. My flight from casablanca to Amsterdam was on of the best flight ever. The crew was professional, the seats were big and the space for feet were all like an exit. It was so confortable and I had the best 3 hours flight ever. The meal was great , the plane was clean, the crew was helpful and I just enjoyed it.",2/10
"✅Trip Verified|  On my flight from Marrakech to Gatwick via Casablanca the flight was consistently delayed and we were given no information - the attendants at the gate either ran away from passengers who were asking what was happening, were rude to them, or  ignored us. They assured us we would not miss our connecting flight to London, as soon as we arrived in Casablanca we were met with zero help, and told all flights to London had left for the day. Again, desk agents were incredibly rude, ignoring people begging for help. I am 300+ pounds out of pocket paying for their mistakes. They refuse to get in touch with me via email or any other means. They ignore their customers. Never fly them! Not a single apology was offered to me.",10/10
"✅Trip Verified| Flew Paris to Rabat. I always enjoy flying with Royal Air Maroc, most of the time there is no delay, the cabin staff service is really good and the food is not bad. The only thing that needs improvement is the new app Sky-Ram (it need more music / more movies / newspapers / more games). Safar Flyer program is also really interesting. I strongly recommend flying with Royal Air Maroc!",1/10
✅Trip Verified|  Casablanca to Paris. Flight arrived 5 minutes in advance to Paris. The entertainment service is not working for movies and music is very poor (only 2 choices). Cleanliness of the plane is ok Plane was not full. This flight is less expensive than the one of Monday.,9/10
"✅Trip Verified|  Istanbul to Casablanca. Flight was punctual. Information provided before boarding and during flight regarding departure time, arrival time, flight conditions were correct and reliable. Meals and beverages served are varied and balanced. Cabin crew are available, helpful and kind. I recommend this flight. The SKYRAM service is really amazing, you can watch films, listen to music and play games directly on your cell phone or iPad.",8/10
✅Trip Verified|  Cairo to Casablanca. We had a flight delayed due to plane problems which is understandable. The airline was very poor in communicating what was happening. The delay was for approximately 26 hours. The airline supplied lunch but no further meals. They tried to board us around midnight but the pilot said no as the fault had not been fixed. When we finally arrived in Casablanca they had left half the bags behind. We had to travel to the airport the next day at our own time and expense to get the bags back. We were out of pocket for accommodation due to the delay: cancelled flight. They airline after many weeks agreed to reimburse me for the accommodation. They still have not and will not respond to any emails. I have a letter signed by the airline manager in Cairo stating the flight cancellation and a copy of the email from the airline stating they will reimburse me for the accommodation. We have supplied them will all of the information they require and have keep all email correspondence.,4/10
"✅Trip Verified|  Casablanca to Doha. The experience was great. Staff, food service and boarding was great, the only problem was that no one is cleaning the toilet during the flight of 7h 40. The Royal Air Maroc services changes compared to before. The professional way they did is goo .",1/10
"✅Trip Verified|  Rio de Janeiro to London via Casablanca, We were supposed to fly out of Rio on Friday 20th. Once we were all checked in we went to the gate only to be told that there would be a 30 minute delay. This 30 minute delay turned into 90 minutes, with the airline finally cancelling the flight. The transportation from the airport to the hotel was a shamble.  So people like us opted just to take a cab to the suggested hotel. Once there we discover after waiting for an hour that they did not have enough rooms for everyone. So we took a second cab to the next suggested hotel. We got a room there. The following day evening was picked up by coach and we were told that our flight would be at 6pm. Again, all checked in, went to the gate and they repeated the same as the night before, cancelled our flight. Why bring everyone to the airport only to cancel their flight again. Everyone was clearly and justifiably annoyed. They had hardly any staff and no sense of direction. When asked if we would be refunded our money if we book with another airline we could not get a clear answer from them. The second nights hotel was awful, some nasty place in town. We still have no idea if we will be flying today or not. This has to be the worst airline I have ever flown with. RAM does not have a office, a desk or even any representatives in Rio. So if you get stuck then you are pretty much on your own. Also, there website for handling claims is an absolute joke. If we pay for our own tickets back to London it will cost £1200 each with no guarantee of us ever seeing a penny of that again.",8/10
"✅Trip Verified|  Booked a flight from Berlin to Marrakesh via Munich. By the time we arrived in Munich we found out that our flight to Marrakesh was cancelled and after contacting customer support and calling the hotline, we got informed that we will fly via Casablanca, arriving six hours later than planned in Marrakesh. When we finally arrived in Marrakesh around midnight, we were waiting for our luggage to arrive. Unfortunately it didn't, meaning another one hour wait at the lost and found desk with several other passengers. That means we had to book a hotel and try to collect our luggage and car the next day. This didn't work either, no traces of our luggage until someone in Germany helped us, by calling several airports (luggage was then found in Paris). We spent four days without our stuff, had to buy some new clothing and hygiene products, which never got paid back by the airline and no compensation payment has been paid til today.",1/10
"✅Trip Verified|  Casablanca to Paris. This morning I missed my flight with a different airline (my fault) departing Casablanca. For the next 3 hours I was running around the airport trying to find my bag - as the airport staff are impossible to deal with. I found a 2nd flight with Royal Air Maroc and then on 4 separate occasions Royal Air Maroc staff were unbelievably helpful! If it wasn’t for them, I never would have found my bag and I would have missed a 2nd flight. I can’t thank them enough they helped me with difficult customs staff, escorted me through the airport and hassled baggage handlers. I have flown with them several times but this was something special. Well done Royal Air Maroc! Highly recommend!",1/10
✅Trip Verified|  Accra to New York via Casablanca. Boarding and disembarking formalities well organized. Departures and arrivals on time. Cabin crew very courteous. Flight information during the flight very audible and accurate. Food served is neat and adequate. Cabin crew always available at the point of need of passenger. Flight announcement at the airport in Casablanca is not audible at all. Less seats for passengers on transit.,10/10
"✅Trip Verified|  Luanda to Lisbon via Casablanca. Royal Air Maroc is my favorite airline, the crew are friendly there uniforms are good and the aircraft is clean. The connection time I pray at airport as a Muslim and later get connection service. The aircraft toilets are clean and the foods are tasty. I recommend Royal Air Maroc.",9/10
✅Trip Verified| Flew Royal Air Maroc from Montreal to Geneva via Casablanca. Totally fine experience. Nothing remarkably good or bad about the trip. I think the other reviewer's are perhaps being overly harsh. Encountered no problems with my luggage and found the staff to be pleasant and helpful. Both of my flights were with up to date modern crafts.,9/10
✅Trip Verified|  There was a delay for departure from Rio. We missed our flight in Casablanca and they booked us another ticket for the next day. They didn't give us our luggage and didn't change the flight with one available the same day. People in the airport keep saying go there go there but nobody helped us. We finally booked on our own the ticket for the same day. Never book with this airline again.,8/10
"✅Trip Verified|  Moscow to Marrakech via Casablanca. I must say that this airline is very nice, and I have no hesitations using it in the future. Online service is a bit weird, because it is literally impossible to select your seats properly, the system selects them for you, and there seems to be no logic behind the selection. Moscow to Casablanca (5 hours 30 minutes, on-time) Check-in was a breeze. The flight was operated by a B737-800 with a nice modern interior and mood lighting, and we were randomly assigned emergency exit seats - which has tons of legroom and very comfortable old-fashioned thick seat profile. Pillows and blankets were waiting on every seat - a rare sight! The flight was half-empty, so there was lots of room to spread out for everyone. The staff were polite and quite friendly, but it took them almost an hour and a half to start the service - which is awfully long for a daytime flight. The meals - full trays with salads, desserts, bread and a hot main dish - were delicious, especially the pre-ordered seafood meal, even if the presentation was a bit lacking. They also had complimentary Moroccan wine in small glass bottles, which was very classy, as well as great in taste. Surprisingly, they served one more meal around an hour before landing, which consisted of two large sandwiches for each passenger. This is the first time I felt so full after the economy class flight, and that's a very rare thing nowadays. The plane had no personal entertainment or power ports, so consider bringing your own. Marrakech-Casablanca (40 minutes, on-time). Check-in was very fast once again, but surprisingly not even the airport employee could not change the assigned seats, since she apparently did not have access to the system, and I have been assigned a seat in different row that of my travel companion. The flight on an ATR72 was almost empty, with only 11 passengers, and the ATR72 was the most comfortable plane of its category I ever took. A lot of legroom once again. This flight features zero service, not even drinks, which I found surprising - they could have at least provided water. Not a big deal, considering it's just a short hop. Casablanca airport is not a great place for transit, but not the worst one I've been to (Rome Fiumicino, I'm looking at you). Long lines and a sense of chaos everywhere, but the waiting times were actually very small. Casablanca-Moscow (5 hours 40 minutes). The flight to Moscow was operated by a similar B737-800 and was jam-packed with transit passengers from Nigeria, and the boarding was extremely chaotic and disorganized, with the staff checking almost everyone for explosives right before boarding. Once onboard, I tried to ask a flight attendant for a seat change, but he told us to wait until after take-off. I asked another one, and this time the attendant was extremely nice and helpful, and even arranged for me to reseat in another regular economy row to me more comfortable. Then we switched seats with some fellow passengers, that have also been separated by the weird Royal Air Maroc seat assignment system, and ended up in the bulkhead row. The service was similar to the first flight, but this time they even provided amenity kits - with eye masks and socks, and the quality of the kit itself was better than that of Singapore Airlines, for example. The food and wine were great again, and the luggage arrived safely.",1/10
✅Trip Verified|  Marrakech to Montreal via Casablanca. I enjoyed the flight. the personal tv screen was big enough and I watched 2 of the latest movies. The food was excellent. The service was great. My seat was big and comfortable. The big advantage with this airline is that you are allowed two checked in luggage. Also on this new plane there was plenty room for hand luggage in the overhead cabinets.,4/10
"✅Trip Verified|  Lisbon to Doha via Casablanca. It was not the first time I'm traveling with RAM, until now everything it's average. My only concern was when I arrive in Casablanca, the flight was late from Lisbon, and we only had like 35 minutes for the other flight. They inform clients we have time to be there on time and more help from security in the luggage verification (I need to ask to let me pass) and the police needs to understand English. Crew in the gate more polite and respectful and don't keep any passport in the gate table without any explanation.",10/10
"✅Trip Verified|  Tenerife to Casablanca. Our baggage arrived one day later, because there was not enough space in the airplane. But we didn't get any information about this. Not on the departure Airport and neither on the target Airport. We had to go to the lost Baggage counter to get this information. It's really frustrated, because have to stay one day longer in Casablanca. The baggage was not delivered to the hotel. But that's not my major problem with it, it's more the communication. The airplane looks modern but the seat pocket was dirty. There was the drinks and food on the plane. A small meal. It contains a muffin and sandwich. But better they skip this sandwich in the future.",6/10
"✅Trip Verified| Flew Royal Air Maroc from Munich to Casablanca. Chaos to say the least. They lost my luggage and 4 days later I can't get an answer on the phone as to what is going on. Not helpful and very slow service. Honestly how in 4 days can you not locate my bag? Overall flight was Ok, food was terrible, plane was old and dirty.",3/10
"✅Trip Verified|  Freetown to Marrakech via Casablanca. The aircraft, service and the food was all very average. Flights left on time, but that's about the only positive thing I have to say. The planes seemed very old. Service was perfunctory and disinterested. Food was poor - real old-school airplane food meals; stale bread, tasteless mains. The tickets were very expensive, but that's a given for anything departing from Sierra Leone. I would not choose to fly them again.",1/10
"✅Trip Verified|  Tenerife to Marrakesh via Casablanca. The service is average. The airline provided a snack on the 2h 40m flight but orange juice was the worst I have tasted. The main complaint is a lack of airport safety. Before the domestic flight, the Airport security staff did not check my luggage. They ran my bag through x-ray without me taking out the notebook, camera, 5 small bottles of liquid and a 0.5-liter bottle of water attached to the side of my bag. On the domestic flight, they also have travelers who have already passed clearance on the border with others. Everybody has to go through passport control on arrival.",5/10
"✅Trip Verified| London  to Cotonou via Casablanca. Boarding was smooth, and on time. Flight was pleasant. Arrival into Casablanca had to deplane and board next flight, had to go thru security which was slow as connection was 1 hr later. Just made it to departure gate when found fight delayed. Took off not very late and landed in Cotonou and found my checked in bag was missing. Filed a missing bag info, was informed that the next day my bag was in Casablanca and would arrive 2 days later. However had to leave Cotonou to Istanbul on business and could not collect it. Had given them address to my hometown for shipping it but after repeated emails no response and no bag.",3/10
"✅Trip Verified|  Nice to Washington via Casablanca. Flight staff and airport not worthy of Boeing 787. Returning from 3 weeks in France we chose to fly from Nice to Casablanca and on to Washington DC on Royal Air Maroc because the second leg was on the Boeing 787. Boarding in Casablanca was confused, disorganized and perilous. As has become customary for international passengers flying to the U.S. we had a second security check at the gate where we were fully patted down and carry-on inspected. While the males were whisked through by two males, there were no female security guards. All the females had to wait nearly an hour before a female started their pat down and a similar delay until the entire line was cleared. Meanwhile the men and boys did not directly board the plane from our main terminal gate. No! We, and subsequently the women and female children had to descend three flights of dirty ill lit stairs, get on a bus and go to the old original terminal, climb three full flights of stairs to the gate and then board the plane. At check-in I had asked for my pre-ordered wheelchair as I've very limited eyesight (legally blind) and Vertigo and was told a wheelchair was not available. Stairs are a real challenge especially without my wife alongside and dependent on filthy banisters and just my cane. Our aisle seats on Boeing’s newest aircraft were comfortable, the coach class seat pitch was the usual 30” we find on most airlines. We had expected Moroccan style cuisine we experienced on an earlier trip to Morocco, but we received the same food Air Maroc served on the first leg from Nice. The cabin service was erratic and staff not at all customer-friendly. Midway through the flight we found that the rest rooms had no toilet paper, no towels, no Kleenex, and the refuse bin was overflowing. A few minutes later the captain came up the aisle going to the galley so I buttonholed him, described the conditions and stated that the cabin crew were disrespecting a new aircraft. The captain took a peek then stormed off. Shortly two male stewards rushed up with their arms loaded with paper products. They seem satisfied with their mediocrity and deficiencies and there's slim chances of improving. Never again on Air Maroc or a transit stop in Casablanca!",3/10
"✅Trip Verified|  London to Ouarzazate return via Casablanca, both way basic economy class. I went to Heathrow, through check in quickly, we took off on time, onboard staff very pleasant, tasty warm food onboard along with drinks, no long lines at Casablanca everything smooth and easy, transfer on time and I  arrived to my final destination 20 min earlier. Same with my return journey. I do not know if I was just lucky person (4 times in one trip) but honestly I say I would chose them million times more over Ryanair. Seats much more comfortable, staff very polite.  So, to all you guys awaiting your trip with RAM, sleep well! Nothing to worry about. I think they were getting very unfair reviews.",2/10
"✅Verified Review|  Casablanca to Yaoundé via Douala. A very pleasant experience in a modern and clean aircraft. A little chaotic boarding as many people were reseated during the process. As the last rows of the cabin were free, people reseated themselves after boarding, resulting in a free seat next to me. Smooth flight, attentive staff and OK food. No hesitation to fly again in the future.",10/10
"✅Verified Review|  Gran Canaria to Casablanca. I thought Royal air Maroc had improved its services but from my recent experience, RAM unfortunately has not. We had about 2 hours delay on outward flight, while RAM on return flight decided to cancel one of its route from Canarias. We were informed of this cancellation while we were already at the airport (so 3 hours before departure) : although we bought a Las Palmas - Casablanca direct flight ticket, we had now to wait for the Tenerife plane to come to Las Palmas. I was with my family : my wife, 6 years old child and a 1 year old baby. While we were waiting our turn, the agent at check in decided to call some identified persons (that were behind us in the queue) to give them priority in registration. These people were persons in transit (their end destination was not Casablanca). After that the agent informed us that the plane was now full and that we had to wait for the day after to fly back home. I tried in vain to get someone from RAM Company to come and find solution. No one came and at the end we had to accept the situation. I think that these practices should be condemned.",4/10
"✅Verified Review|  Stockholm to Dakhla via Casablanca. The flight itself ok, but they lost my kitesurfing gear, and now have been waiting for any information for 4 days. 1/3 of the kitesurfing holiday is gone, when visiting the airport there's no one working, customer service cant do anything  without some claim number that I haven't been given, no one answers the phone, no one speaks english. There has been 2 flights a day, so 8 flights and still I don't get my stuff?",1/10
"✅Verified Review| Flew from Agadir to Madrid via Casablance, hadn't used Royal Air Maroc before. Check in / boarding in Agadir was fine and bag was checked all they way through to Madrid - I had to book business class as I needed a fully changeable ticket, crew seemed nice enough when boarding - but that's about as much as I saw of them. I was surprised that for the fare involved on the Agadir - Casablanca sector there was not even the offer of a glass of water, the curtain to the galley was across the whole time with the smell of food wafting through (crew meals obviously) disappointing service to be honest. The transfer at Casablanca was fine / the crew on the Casablanca - Madrid sector were very pleasant, the cabin lay-out was proper ""first class"" style seating plenty of leg room, magazines offered before take-off with pre-flight water or juice. As the flight was only 1 hour and 15, I was given a meal tray which had a hot beef shawarma with fruit salad and Mango mousse cake. It was delicious to be honest and a hot towel service after. The only thing I found really odd on this sector was there were no announcements made in English at all only French and Arabic (the safety demo was a video in English and Arabic) there were a few USA passengers on board also and we had to ask the crew what the announcements were about which I found odd. On the previous sector Agadir / Casablanca all the announcements were made in French / Arabic / English so I'm unsure as to what they were up to as the majority of passengers on the Casablanca / Madrid were Spanish or English speaking. Overall RAM is a good airline but they would need to get their on-board service aligned a bit better .",2/10
"✅Verified Review|  Bologna to Beirut via Casablanca. It was a transit travel, and the airline should have booked an hotel inside the airport to stay this night. So, they gave me the hotel booking and when I got there, the hotel was fully booked. I returned to them, and after waiting a lot of time and many people came having the same problem, they took us by bus inside the airport to a lounge that contains sofas, and they told us that we should stay there till the next day. This lounge was not finished (it was not fully equipped and a smell of paint), and it does not have any privacy, in which all the sofas are beside each other. It was really a very insulting experience.",6/10
