,Review,Rating,cleaned_reviews
97,✅Trip Verified|  Dakar to Montréal via Casablanca. I travel often with Royal Air Maroc its by far my favorite airline. Great flight and you can always enjoy your stay in Atlas hôtel or relax before your second flight. Its one of the best airline for quality/price. For sure there a room for improvement on customer focus attitude of the staff in Casablanca.,8/10,dakar montral via casablanca travel often royal air maroc far favorite airline great flight always enjoy stay atlas htel relax second flight one best airline qualityprice sure room improvement customer focus attitude staff casablanca
98,"✅Trip Verified|  Marrakech to Doha via Casablanca. Marrakech to Casablanca was fine.  All fine there, apart from having to walk across the tarmac and use steps to board. Same in Casablanca. Then the nightmare started. Separating of passengers connecting to international flights and those terminating in Casablanca was done outside the rear entry doors to the arrivals terminal. Passengers were jammed up against the side of the building standing in puddles of water waiting to have their passport and ticket examined by one of two officials who told them to go through either the international connections door or the domestic arrivals door. When another bus of disembarking passengers pulled up, there was no room for them to get off the bus and stand safely out of danger from passing airport vehicles. It was slow-moving mayhem. I’d imagine that people with tight connections missed their flights. I had a 3-hour layover, so once inside the terminal, I settled down to wait for AT216 to Doha. Luckily I checked the gate number several times as it was changed without notice or announcement shortly before boarding. Again we had to walk across the tarmac and climb stairs to board. Everything seemed fine as we taxied down the runway - then sat for about 20 minutes. Eventually an announcement was made that we were going back to the terminal, and we taxied back. A hoist/lift was wheeled out to the right-hand wing and several mechanics peered at a central flap which was elevated, and made calls on their mobile phones. So we sat for 3 hours 45 minutes! No announcements were made, no refreshments were given, nothing! Eventually I went to the galley to get some water and asked one of the male flight attendants what was happening. I was told there was a “technical services” problem, but that we should be leaving within 15 minutes. Well, that never happened. By that stage, people were getting tired and irritable. The two small children in front of me were screaming and crying. People started sleeping across three seats if they had a row to themselves. Eventually we were told to prepare for takeoff. The man behind me was still sleeping across three seats as we started taxiing down the runway, one of the flight attendants saw him, shook him awake and told him to buckle up. No safety briefing was given as we were just about to take off. As we took off, I had a clear view out the window of the wing and the flap which was still elevated.  We made up 45 minutes in the air, but I still had to run through Doha airport to make my connection to Perth. I would never fly RAM again. I felt less than confident on a 6-hour flight with them as in my opinion the technical services issue did not appear to have been rectified. We were not kept informed as to what the problem with the aircraft was nor given refreshments on board while we waited for the problem to be fixed.",10/10,marrakech doha via casablanca marrakech casablanca fine fine apart walk across tarmac use steps board casablanca nightmare started separating passengers connecting international flights terminating casablanca done outside rear entry doors arrivals terminal passengers jammed side building standing puddles water waiting passport ticket examined one two officials told go either international connections door domestic arrivals door another bus disembarking passengers pulled room get bus stand safely danger passing airport vehicles slowmoving mayhem id imagine people tight connections missed flights hour layover inside terminal settled wait doha luckily checked gate number several times changed without notice announcement shortly boarding walk across tarmac climb stairs board everything seemed fine taxied runway sat minutes eventually announcement made going back terminal taxied back hoistlift wheeled righthand wing several mechanics peered central flap elevated made calls mobile phones sat hours minutes announcements made refreshments given nothing eventually went galley get water asked one male flight attendants happening told technical services problem leaving within minutes well never happened stage people getting tired irritable two small children front screaming crying people started sleeping across three seats row eventually told prepare takeoff man behind still sleeping across three seats started taxiing runway one flight attendants saw shook awake told buckle safety briefing given take took clear view window wing flap still elevated made minutes air still run doha airport make connection perth would never fly ram felt less confident hour flight opinion technical services issue appear rectified kept informed problem aircraft given refreshments board waited problem fixed
99,"✅Trip Verified|  Madrid to Casablanca. Excellent experience; this was my first time flying Royal Air Maroc, and I am very pleased with them.  The aircraft arrived to the gate on time, and we boarded and departed on time. The seats were clean and comfortable. One of the things that very pleasantly surprised me is that, despite the fact that this flight is barely 1.5 hours, the flight attendants served a delicious, hot meal, complete with beverages. You'll never get anything more than peanuts or pretzels on a domestic flight in America, so imagine my surprise! The flight attendants were polite, friendly, and courteous. The in-flight entertainment was displayed on drop-down screens (old school Charlie Chaplin, so it was family friendly), but I wasn't going to complain about the lack of entertainment options on this short of a flight. You can also access WiFi on your phone, so there are definitely some options. The plane ride was smooth, and there were no issues with debarking and picking up my luggage. Overall, I am very pleased with my experience, and highly recommend my family, friends, and others to fly with Royal Air Maroc. I will definitely be flying with them in the near future.",1/10,madrid casablanca excellent experience first time flying royal air maroc pleased aircraft arrived gate time boarded departed time seats clean comfortable one things pleasantly surprised despite fact flight barely hours flight attendants served delicious hot meal complete beverages youll never get anything peanuts pretzels domestic flight america imagine surprise flight attendants polite friendly courteous inflight entertainment displayed dropdown screens old school charlie chaplin family friendly wasnt going complain lack entertainment options short flight also access wifi phone definitely options plane ride smooth issues debarking picking luggage overall pleased experience highly recommend family friends others fly royal air maroc definitely flying near future
100,"✅Trip Verified|  Casablanca to Barcelona. RAM has made a lot of effort in recent years. It is  the fault of other operators at airports, such as the delivery of luggage, delays etc. So let us be indulgent at times, and let's not say that bad things. You also have to share the positive, which will push the teams in place to do much more work.FR: RAM a fait beaucoup d'efforts ces dernières années avec peu de moyens et une concurrence de plus en plus féroce. Et ce qu'il faut savoir, c'est qu'on responsabilise souvent la compagnie, alors que c'est aussi la faute des autres opérateurs dans les aéroports, tels que la livraison de bagages, les retards etc... Soyons donc indulgents par moments, et ne disons pas que les mauvaises choses. Il faut savoir partager aussi le positif, ce qui poussera les équipes en place à faire beaucoup plus d'éfforts.",4/10,casablanca barcelona ram made lot effort recent years fault operators airports delivery luggage delays etc let us indulgent times lets say bad things also share positive push teams place much workfr ram fait beaucoup defforts ces dernires annes avec peu de moyens et une concurrence de plus en plus froce et ce quil faut savoir cest quon responsabilise souvent la compagnie alors que cest aussi la faute des autres oprateurs dans les aroports tels que la livraison de bagages les retards etc soyons donc indulgents par moments et ne disons pas que les mauvaises choses il faut savoir partager aussi le positif ce qui poussera les quipes en place faire beaucoup plus dfforts
101,"✅Trip Verified| La compagnie a nettement amélioré ses services à terre et en cabine. L'enregistrement est fluide est disponible à n'importe quel moment. Les bagages arrivent à temps et intacts ! J'aime aussi leur programme de fidélisation : des courriels interessants, des messages personnalisés, un suivi régulier, des billets bonus et autres avantages. Vraiment Bravo! - The company has significantly improved its services on land and in the cabin. Fluent recording is available at any time. The luggage arrives on time and intact! I also like their loyalty program: interesting emails, personalized messages, regular follow-up, bonus tickets and other benefits. Congratulations!",8/10,la compagnie nettement amlior ses services terre et en cabine lenregistrement est fluide est disponible nimporte quel moment les bagages arrivent temps et intacts jaime aussi leur programme de fidlisation des courriels interessants des messages personnaliss un suivi rgulier des billets bonus et autres avantages vraiment bravo company significantly improved services land cabin fluent recording available time luggage arrives time intact also like loyalty program interesting emails personalized messages regular followup bonus tickets benefits congratulations
102,"✅Trip Verified|  Montreal to Casablanca in April 2017. The flight was pretty good. I have no complains regarding that. My issue started when I was refused boarding on my way back. The reason that was given to me was that the flight was overbooked and they looked for volunteers to take the flight the next day. As a solo traveller I agreed to collaborate to help out, even though I was a losing a day of work. I was given a paper with which I would have to claim a compensation when I would be back in my town. When I began the process back at home, it seemed to go well at first. They answered e-mails and they had to reimburse me 75% of my ticket cost. Then they made me give them my bank details and then I never heard from them again. I could not reach them or the line would be cut as when you call them, you're probably redirected to Morocco itself. It is very hard to hear and understand. The representatives are not very nice or patient either. I was directed to the local office in Montreal where the only lady working there never returned my messages and she is never there. I simply gave up after having wasted quite a bit of time and effort. So, I never received the money and now I never want to fly with this company again. I am a frequent traveller and I never complain. This time, I felt I had to share my unique bad experience with an air company. I have never seen this before.",9/10,montreal casablanca april flight pretty good complains regarding issue started refused boarding way back reason given flight overbooked looked volunteers take flight next day solo traveller agreed collaborate help even though losing day work given paper would claim compensation would back town began process back home seemed go well first answered emails reimburse ticket cost made give bank details never heard could reach line would cut call youre probably redirected morocco hard hear understand representatives nice patient either directed local office montreal lady working never returned messages never simply gave wasted quite bit time effort never received money never want fly company frequent traveller never complain time felt share unique bad experience air company never seen
103,✅Trip Verified|  Casablanca to New York. Our Entertainment system did not work for the 8 hour flight. We could not even turn on the overhead light to read. The staff argued with us.,1/10,casablanca new york entertainment system work hour flight could even turn overhead light read staff argued us
104,"✅Trip Verified|  I traveled with my son Adam from Casablanca to New York and my return trip was as amazing and comforting as my departure trip. The crew members were super nice, I’ll forever travel with Royal Air Maroc. Thank you and I appreciate you all.",1/10,traveled son adam casablanca new york return trip amazing comforting departure trip crew members super nice ill forever travel royal air maroc thank appreciate
105,"✅Trip Verified|  I had a flight 29th September from Casablanca to Gran Canaria. I chose this airline because it is only one direct flight from Maroc to Canarian islands. Royal air Maroc left my luggage in Casablanca (the same situation for more than 5 people from this flight). I could not connect to this company to check the delivery status of my luggage because the contact center is always busy as well as connection by an email. Moreover Iberia try to connect with Royal Maroc through internal system and ask about the lost luggage, so no feedback was received. Overall my holiday on Gran Canaria is damaged by this situation because all my things and essential are in luggage. I do not recommend to fly by Royal Air Maroc. The customer service is awful.",10/10,flight th september casablanca gran canaria chose airline one direct flight maroc canarian islands royal air maroc left luggage casablanca situation people flight could connect company check delivery status luggage contact center always busy well connection email moreover iberia try connect royal maroc internal system ask lost luggage feedback received overall holiday gran canaria damaged situation things essential luggage recommend fly royal air maroc customer service awful
106,"✅Trip Verified| This was my first time making use of Royal Air Maroc and I would say it was my worst experience since I started flying 20 years ago. The cabin crew staff are really nice and they try to make the most of the situation, but the ground staff at Casablanca got angry at me for asking why my connection to Monrovia was delayed by 3 hours. The flight from Luanda to Casablanca offered 2 meals which both consisted of a dry roll with a slice of processed cheese, a yogurt and a cold deformed muffin. The food to Monrovia was much better and of a much better quality. Also, the plane from Luanda was old and needed maintenance, and sitting close to the toilet with the broken door meant I could smell everything. I then had a 12 hour layover in Casablanca, but the transit hotel was full from when I landed at 10am which meant I had sit on the airport for 12 hours with no place to just relax. The flight to Monrovia was then delayed by 3 hours and staff not once told us why but rather got angry and argued with us for asking why it was delayed. Only after some passenger vowed to shutdown the airport if our flight does not leave then ground staff appeared and angrily told us to board the plane. The service of ground staff is disgusting and they treat passenger like they are a nuisance to them rather than customers. They are rude, have no patience and just could not care about making the experience comfortable for passengers.",1/10,first time making use royal air maroc would say worst experience since started flying years ago cabin crew staff really nice try make situation ground staff casablanca got angry asking connection monrovia delayed hours flight luanda casablanca offered meals consisted dry roll slice processed cheese yogurt cold deformed muffin food monrovia much better much better quality also plane luanda old needed maintenance sitting close toilet broken door meant could smell everything hour layover casablanca transit hotel full landed meant sit airport hours place relax flight monrovia delayed hours staff told us rather got angry argued us asking delayed passenger vowed shutdown airport flight leave ground staff appeared angrily told us board plane service ground staff disgusting treat passenger like nuisance rather customers rude patience could care making experience comfortable passengers
107,"✅Trip Verified|  Casablanca to Nairobi. This flight was my worst in 40 years of travel. I was notified one hour before flight time of changes - via email. Royal Air Maroc did not properly attach my travel agency booking. When I arrived at the ticket sales counter for assistance, there was a fury of angry female agents barking at customers in three languages. They sounded like dogs whose collars were too tight. Not a drop of politeness: angry, dismissive, indifferent and incompetent - without a drop of empathy for a traveler earring on a two day journey. Only a government sponsored employee could get away with this egregious deportment. I kept quiet - dodging the continuous barrage of daggers from these angry “ladies”. My only regret was that I didn’t video these proceedings - but knew these women would make sure I never got to my destination. As a medical doctor, I am baffled at this hostility. Eventually, a male supervisor was summoned to this fiasco - from his non-verbals, he was frustrated, but assuaged the employees. Was it necessary? I will not follow through with a repeat. Next time, Air France.",1/10,casablanca nairobi flight worst years travel notified one hour flight time changes via email royal air maroc properly attach travel agency booking arrived ticket sales counter assistance fury angry female agents barking customers three languages sounded like dogs whose collars tight drop politeness angry dismissive indifferent incompetent without drop empathy traveler earring two day journey government sponsored employee could get away egregious deportment kept quiet dodging continuous barrage daggers angry ladies regret didnt video proceedings knew women would make sure never got destination medical doctor baffled hostility eventually male supervisor summoned fiasco nonverbals frustrated assuaged employees necessary follow repeat next time air france
108,✅Trip Verified|  Casablanca to Milan. Staff on board very helpful and attentive to the needs of passengers. I will certainly continue to use this company for my work / personal travels. Personale di bordo molto disponibile e attento all'esigenze dei passeggeri. Sicuramente continuerò ad usare questa compagnia per i mieri viaggi di lavoro/personali.,1/10,casablanca milan staff board helpful attentive needs passengers certainly continue use company work personal travels personale di bordo molto disponibile e attento allesigenze dei passeggeri sicuramente continuer ad usare questa compagnia per mieri viaggi di lavoropersonali
109,"Not Verified|  Dakar to Casablanca. I am very happy with my trips with Royal Air Maroc. It is the company with which I travel for more than 10 years. I never had a problem with check-in or luggage, all my trips were fantastic. At the boarding the staff was very hospitable with the passengers. On board, the crew was welcoming, the flight was very pleasant.",10/10,dakar casablanca happy trips royal air maroc company travel years never problem checkin luggage trips fantastic boarding staff hospitable passengers board crew welcoming flight pleasant
110,"✅Trip Verified|  Rabat to London in March 2018. Plane delayed, with no explanation from ground crew. I believe crew were smoking in the flight deck and the smell of cigarette in the cabin.  Many passengers wanted to have their carry-ons right above their heads no matter how crowded the plane was, so many of them were making a scene when it was full. To make matters worse, some economy passengers even put their carry-ons in the business class overhead compartments, and the crew couldn't care less when business class passengers couldn't find a spot for their own.  On the return flight from London we had to wait for an ""important"" passenger before we could pushback. Whenever I can, I fly Lufthansa, Emirates, Qatar depending on where I'm going. You may find a flight that ends being okay, so if you're okay taking that chance, sure.",4/10,rabat london march plane delayed explanation ground crew believe crew smoking flight deck smell cigarette cabin many passengers wanted carryons right heads matter crowded plane many making scene full make matters worse economy passengers even put carryons business class overhead compartments crew couldnt care less business class passengers couldnt find spot return flight london wait important passenger could pushback whenever fly lufthansa emirates qatar depending im going may find flight ends okay youre okay taking chance sure
111,"✅Trip Verified|  Casablanca to Istanbul return. Can't ask for a better company, Royal Air Maroc is the best and the crew for my both flights were so perfect. Thank you RAM for making my flight so pleasant.",3/10,casablanca istanbul return cant ask better company royal air maroc best crew flights perfect thank ram making flight pleasant
112,"✅Trip Verified|  I had read bad reviews about Royal Air Maroc so I was pleasantly surprised! The flight from Manchester to Accra via Casablanca was fine, the food was good, there was entertainment available if you had a device to link to their wifi and all of my luggage made it! The security check at Casablanca was tense and chaotic but that is not the airlines fault. Definitely recommended!",9/10,read bad reviews royal air maroc pleasantly surprised flight manchester accra via casablanca fine food good entertainment available device link wifi luggage made security check casablanca tense chaotic airlines fault definitely recommended
113,"✅Trip Verified|  Stockholm to Marrakech via Casablanca. They cancelled the flight last October with two days notice, without offering even a reason or trying to rebook me on another flight. Customer care was initially trying to help, but unable to do so. They agreed to repay the ticket price (this was 9 months ago) but they haven't paid a dime. Every time I call them they promise to repay the money, but now they just hang up when I describe my issue. I finally managed to buy the last business class ticket with another airline going to Morocco, but I still had my Royal Air Maroc tickets when leaving Morocco. That flight was not luckily not cancelled, but seat was dirty and ground staff careless.",7/10,stockholm marrakech via casablanca cancelled flight last october two days notice without offering even reason trying rebook another flight customer care initially trying help unable agreed repay ticket price months ago havent paid dime every time call promise repay money hang describe issue finally managed buy last business class ticket another airline going morocco still royal air maroc tickets leaving morocco flight luckily cancelled seat dirty ground staff careless
114,"Not Verified|  They lost my bag. Call center was busy all the time, unable to contact them. No priority boarding row for business class in Casablanca: stood in line for 30min at the gate and 10min on the stairs of the plane. When asked for explanation ignored by ground personel! Seat was filthy, tray table dirty, not cleaned from previous flight leaving Casablanca.",1/10,lost bag call center busy time unable contact priority boarding row business class casablanca stood line min gate min stairs plane asked explanation ignored ground personel seat filthy tray table dirty cleaned previous flight leaving casablanca
115,"✅Trip Verified|  Casablanca to Amsterdam. I travel a lot with Royal air Maroc. And I can see that every flight is quite different but it's getting way better than before. My flight from casablanca to Amsterdam was on of the best flight ever. The crew was professional, the seats were big and the space for feet were all like an exit. It was so confortable and I had the best 3 hours flight ever. The meal was great , the plane was clean, the crew was helpful and I just enjoyed it.",2/10,casablanca amsterdam travel lot royal air maroc see every flight quite different getting way better flight casablanca amsterdam best flight ever crew professional seats big space feet like exit confortable best hours flight ever meal great plane clean crew helpful enjoyed
116,"✅Trip Verified|  On my flight from Marrakech to Gatwick via Casablanca the flight was consistently delayed and we were given no information - the attendants at the gate either ran away from passengers who were asking what was happening, were rude to them, or  ignored us. They assured us we would not miss our connecting flight to London, as soon as we arrived in Casablanca we were met with zero help, and told all flights to London had left for the day. Again, desk agents were incredibly rude, ignoring people begging for help. I am 300+ pounds out of pocket paying for their mistakes. They refuse to get in touch with me via email or any other means. They ignore their customers. Never fly them! Not a single apology was offered to me.",10/10,flight marrakech gatwick via casablanca flight consistently delayed given information attendants gate either ran away passengers asking happening rude ignored us assured us would miss connecting flight london soon arrived casablanca met zero help told flights london left day desk agents incredibly rude ignoring people begging help pounds pocket paying mistakes refuse get touch via email means ignore customers never fly single apology offered
117,"✅Trip Verified| Flew Paris to Rabat. I always enjoy flying with Royal Air Maroc, most of the time there is no delay, the cabin staff service is really good and the food is not bad. The only thing that needs improvement is the new app Sky-Ram (it need more music / more movies / newspapers / more games). Safar Flyer program is also really interesting. I strongly recommend flying with Royal Air Maroc!",1/10,flew paris rabat always enjoy flying royal air maroc time delay cabin staff service really good food bad thing needs improvement new app skyram need music movies newspapers games safar flyer program also really interesting strongly recommend flying royal air maroc
118,✅Trip Verified|  Casablanca to Paris. Flight arrived 5 minutes in advance to Paris. The entertainment service is not working for movies and music is very poor (only 2 choices). Cleanliness of the plane is ok Plane was not full. This flight is less expensive than the one of Monday.,9/10,casablanca paris flight arrived minutes advance paris entertainment service working movies music poor choices cleanliness plane ok plane full flight less expensive one monday
119,"✅Trip Verified|  Istanbul to Casablanca. Flight was punctual. Information provided before boarding and during flight regarding departure time, arrival time, flight conditions were correct and reliable. Meals and beverages served are varied and balanced. Cabin crew are available, helpful and kind. I recommend this flight. The SKYRAM service is really amazing, you can watch films, listen to music and play games directly on your cell phone or iPad.",8/10,istanbul casablanca flight punctual information provided boarding flight regarding departure time arrival time flight conditions correct reliable meals beverages served varied balanced cabin crew available helpful kind recommend flight skyram service really amazing watch films listen music play games directly cell phone ipad
120,✅Trip Verified|  Cairo to Casablanca. We had a flight delayed due to plane problems which is understandable. The airline was very poor in communicating what was happening. The delay was for approximately 26 hours. The airline supplied lunch but no further meals. They tried to board us around midnight but the pilot said no as the fault had not been fixed. When we finally arrived in Casablanca they had left half the bags behind. We had to travel to the airport the next day at our own time and expense to get the bags back. We were out of pocket for accommodation due to the delay: cancelled flight. They airline after many weeks agreed to reimburse me for the accommodation. They still have not and will not respond to any emails. I have a letter signed by the airline manager in Cairo stating the flight cancellation and a copy of the email from the airline stating they will reimburse me for the accommodation. We have supplied them will all of the information they require and have keep all email correspondence.,4/10,cairo casablanca flight delayed due plane problems understandable airline poor communicating happening delay approximately hours airline supplied lunch meals tried board us around midnight pilot said fault fixed finally arrived casablanca left half bags behind travel airport next day time expense get bags back pocket accommodation due delay cancelled flight airline many weeks agreed reimburse accommodation still respond emails letter signed airline manager cairo stating flight cancellation copy email airline stating reimburse accommodation supplied information require keep email correspondence
121,"✅Trip Verified|  Casablanca to Doha. The experience was great. Staff, food service and boarding was great, the only problem was that no one is cleaning the toilet during the flight of 7h 40. The Royal Air Maroc services changes compared to before. The professional way they did is goo .",1/10,casablanca doha experience great staff food service boarding great problem one cleaning toilet flight h royal air maroc services changes compared professional way goo
122,"✅Trip Verified|  Rio de Janeiro to London via Casablanca, We were supposed to fly out of Rio on Friday 20th. Once we were all checked in we went to the gate only to be told that there would be a 30 minute delay. This 30 minute delay turned into 90 minutes, with the airline finally cancelling the flight. The transportation from the airport to the hotel was a shamble.  So people like us opted just to take a cab to the suggested hotel. Once there we discover after waiting for an hour that they did not have enough rooms for everyone. So we took a second cab to the next suggested hotel. We got a room there. The following day evening was picked up by coach and we were told that our flight would be at 6pm. Again, all checked in, went to the gate and they repeated the same as the night before, cancelled our flight. Why bring everyone to the airport only to cancel their flight again. Everyone was clearly and justifiably annoyed. They had hardly any staff and no sense of direction. When asked if we would be refunded our money if we book with another airline we could not get a clear answer from them. The second nights hotel was awful, some nasty place in town. We still have no idea if we will be flying today or not. This has to be the worst airline I have ever flown with. RAM does not have a office, a desk or even any representatives in Rio. So if you get stuck then you are pretty much on your own. Also, there website for handling claims is an absolute joke. If we pay for our own tickets back to London it will cost £1200 each with no guarantee of us ever seeing a penny of that again.",8/10,rio de janeiro london via casablanca supposed fly rio friday th checked went gate told would minute delay minute delay turned minutes airline finally cancelling flight transportation airport hotel shamble people like us opted take cab suggested hotel discover waiting hour enough rooms everyone took second cab next suggested hotel got room following day evening picked coach told flight would pm checked went gate repeated night cancelled flight bring everyone airport cancel flight everyone clearly justifiably annoyed hardly staff sense direction asked would refunded money book another airline could get clear answer second nights hotel awful nasty place town still idea flying today worst airline ever flown ram office desk even representatives rio get stuck pretty much also website handling claims absolute joke pay tickets back london cost guarantee us ever seeing penny
123,"✅Trip Verified|  Booked a flight from Berlin to Marrakesh via Munich. By the time we arrived in Munich we found out that our flight to Marrakesh was cancelled and after contacting customer support and calling the hotline, we got informed that we will fly via Casablanca, arriving six hours later than planned in Marrakesh. When we finally arrived in Marrakesh around midnight, we were waiting for our luggage to arrive. Unfortunately it didn't, meaning another one hour wait at the lost and found desk with several other passengers. That means we had to book a hotel and try to collect our luggage and car the next day. This didn't work either, no traces of our luggage until someone in Germany helped us, by calling several airports (luggage was then found in Paris). We spent four days without our stuff, had to buy some new clothing and hygiene products, which never got paid back by the airline and no compensation payment has been paid til today.",1/10,booked flight berlin marrakesh via munich time arrived munich found flight marrakesh cancelled contacting customer support calling hotline got informed fly via casablanca arriving six hours later planned marrakesh finally arrived marrakesh around midnight waiting luggage arrive unfortunately didnt meaning another one hour wait lost found desk several passengers means book hotel try collect luggage car next day didnt work either traces luggage someone germany helped us calling several airports luggage found paris spent four days without stuff buy new clothing hygiene products never got paid back airline compensation payment paid til today
124,"✅Trip Verified|  Casablanca to Paris. This morning I missed my flight with a different airline (my fault) departing Casablanca. For the next 3 hours I was running around the airport trying to find my bag - as the airport staff are impossible to deal with. I found a 2nd flight with Royal Air Maroc and then on 4 separate occasions Royal Air Maroc staff were unbelievably helpful! If it wasn’t for them, I never would have found my bag and I would have missed a 2nd flight. I can’t thank them enough they helped me with difficult customs staff, escorted me through the airport and hassled baggage handlers. I have flown with them several times but this was something special. Well done Royal Air Maroc! Highly recommend!",1/10,casablanca paris morning missed flight different airline fault departing casablanca next hours running around airport trying find bag airport staff impossible deal found nd flight royal air maroc separate occasions royal air maroc staff unbelievably helpful wasnt never would found bag would missed nd flight cant thank enough helped difficult customs staff escorted airport hassled baggage handlers flown several times something special well done royal air maroc highly recommend
125,✅Trip Verified|  Accra to New York via Casablanca. Boarding and disembarking formalities well organized. Departures and arrivals on time. Cabin crew very courteous. Flight information during the flight very audible and accurate. Food served is neat and adequate. Cabin crew always available at the point of need of passenger. Flight announcement at the airport in Casablanca is not audible at all. Less seats for passengers on transit.,10/10,accra new york via casablanca boarding disembarking formalities well organized departures arrivals time cabin crew courteous flight information flight audible accurate food served neat adequate cabin crew always available point need passenger flight announcement airport casablanca audible less seats passengers transit
126,"✅Trip Verified|  Luanda to Lisbon via Casablanca. Royal Air Maroc is my favorite airline, the crew are friendly there uniforms are good and the aircraft is clean. The connection time I pray at airport as a Muslim and later get connection service. The aircraft toilets are clean and the foods are tasty. I recommend Royal Air Maroc.",9/10,luanda lisbon via casablanca royal air maroc favorite airline crew friendly uniforms good aircraft clean connection time pray airport muslim later get connection service aircraft toilets clean foods tasty recommend royal air maroc
127,✅Trip Verified| Flew Royal Air Maroc from Montreal to Geneva via Casablanca. Totally fine experience. Nothing remarkably good or bad about the trip. I think the other reviewer's are perhaps being overly harsh. Encountered no problems with my luggage and found the staff to be pleasant and helpful. Both of my flights were with up to date modern crafts.,9/10,flew royal air maroc montreal geneva via casablanca totally fine experience nothing remarkably good bad trip think reviewers perhaps overly harsh encountered problems luggage found staff pleasant helpful flights date modern crafts
128,✅Trip Verified|  There was a delay for departure from Rio. We missed our flight in Casablanca and they booked us another ticket for the next day. They didn't give us our luggage and didn't change the flight with one available the same day. People in the airport keep saying go there go there but nobody helped us. We finally booked on our own the ticket for the same day. Never book with this airline again.,8/10,delay departure rio missed flight casablanca booked us another ticket next day didnt give us luggage didnt change flight one available day people airport keep saying go go nobody helped us finally booked ticket day never book airline
129,"✅Trip Verified|  Moscow to Marrakech via Casablanca. I must say that this airline is very nice, and I have no hesitations using it in the future. Online service is a bit weird, because it is literally impossible to select your seats properly, the system selects them for you, and there seems to be no logic behind the selection. Moscow to Casablanca (5 hours 30 minutes, on-time) Check-in was a breeze. The flight was operated by a B737-800 with a nice modern interior and mood lighting, and we were randomly assigned emergency exit seats - which has tons of legroom and very comfortable old-fashioned thick seat profile. Pillows and blankets were waiting on every seat - a rare sight! The flight was half-empty, so there was lots of room to spread out for everyone. The staff were polite and quite friendly, but it took them almost an hour and a half to start the service - which is awfully long for a daytime flight. The meals - full trays with salads, desserts, bread and a hot main dish - were delicious, especially the pre-ordered seafood meal, even if the presentation was a bit lacking. They also had complimentary Moroccan wine in small glass bottles, which was very classy, as well as great in taste. Surprisingly, they served one more meal around an hour before landing, which consisted of two large sandwiches for each passenger. This is the first time I felt so full after the economy class flight, and that's a very rare thing nowadays. The plane had no personal entertainment or power ports, so consider bringing your own. Marrakech-Casablanca (40 minutes, on-time). Check-in was very fast once again, but surprisingly not even the airport employee could not change the assigned seats, since she apparently did not have access to the system, and I have been assigned a seat in different row that of my travel companion. The flight on an ATR72 was almost empty, with only 11 passengers, and the ATR72 was the most comfortable plane of its category I ever took. A lot of legroom once again. This flight features zero service, not even drinks, which I found surprising - they could have at least provided water. Not a big deal, considering it's just a short hop. Casablanca airport is not a great place for transit, but not the worst one I've been to (Rome Fiumicino, I'm looking at you). Long lines and a sense of chaos everywhere, but the waiting times were actually very small. Casablanca-Moscow (5 hours 40 minutes). The flight to Moscow was operated by a similar B737-800 and was jam-packed with transit passengers from Nigeria, and the boarding was extremely chaotic and disorganized, with the staff checking almost everyone for explosives right before boarding. Once onboard, I tried to ask a flight attendant for a seat change, but he told us to wait until after take-off. I asked another one, and this time the attendant was extremely nice and helpful, and even arranged for me to reseat in another regular economy row to me more comfortable. Then we switched seats with some fellow passengers, that have also been separated by the weird Royal Air Maroc seat assignment system, and ended up in the bulkhead row. The service was similar to the first flight, but this time they even provided amenity kits - with eye masks and socks, and the quality of the kit itself was better than that of Singapore Airlines, for example. The food and wine were great again, and the luggage arrived safely.",1/10,moscow marrakech via casablanca must say airline nice hesitations using future online service bit weird literally impossible select seats properly system selects seems logic behind selection moscow casablanca hours minutes ontime checkin breeze flight operated b nice modern interior mood lighting randomly assigned emergency exit seats tons legroom comfortable oldfashioned thick seat profile pillows blankets waiting every seat rare sight flight halfempty lots room spread everyone staff polite quite friendly took almost hour half start service awfully long daytime flight meals full trays salads desserts bread hot main dish delicious especially preordered seafood meal even presentation bit lacking also complimentary moroccan wine small glass bottles classy well great taste surprisingly served one meal around hour landing consisted two large sandwiches passenger first time felt full economy class flight thats rare thing nowadays plane personal entertainment power ports consider bringing marrakechcasablanca minutes ontime checkin fast surprisingly even airport employee could change assigned seats since apparently access system assigned seat different row travel companion flight atr almost empty passengers atr comfortable plane category ever took lot legroom flight features zero service even drinks found surprising could least provided water big deal considering short hop casablanca airport great place transit worst one ive rome fiumicino im looking long lines sense chaos everywhere waiting times actually small casablancamoscow hours minutes flight moscow operated similar b jampacked transit passengers nigeria boarding extremely chaotic disorganized staff checking almost everyone explosives right boarding onboard tried ask flight attendant seat change told us wait takeoff asked another one time attendant extremely nice helpful even arranged reseat another regular economy row comfortable switched seats fellow passengers also separated weird royal air maroc seat assignment system ended bulkhead row service similar first flight time even provided amenity kits eye masks socks quality kit better singapore airlines example food wine great luggage arrived safely
